,,,,,,,,,,,
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:vex""}}",Spawn Vex,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:villager""}}",Spawn Villager,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:vindication_illager""}}",Spawn Vindicator,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:witch""}}",Spawn Witch,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:wither_skeleton""}}",Spawn Wither Skeleton,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:wolf""}}",Spawn Wolf,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:zombie""}}",Spawn Zombie,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:zombie_horse""}}",Spawn Zombie Horse,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:zombie_pigman""}}",Spawn Zombie Pigman,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""minecraft:zombie_villager""}}",Spawn Zombie Villager,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""ebwizardry:wizard""}}",Spawn Wizard,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""ebwizardry:evil_wizard""}}",Spawn Wizard,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:wild_boar""}}",Spawn Wild Boar,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:bighorn_sheep""}}",Spawn Bighorn Sheep,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:deer""}}",Spawn Wild Deer,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:redcap""}}",Spawn Redcap Goblin,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:swarm_spider""}}",Spawn Swarm Spider,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:naga""}}",Spawn Naga,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:skeleton_druid""}}",Spawn Skeleton Druid,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:hostile_wolf""}}",Spawn Hostile Wolf,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:wraith""}}",Spawn Twilight Wraith,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:hedge_spider""}}",Spawn Hedge Spider,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:hydra""}}",Spawn Hydra,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:lich""}}",Spawn Twilight Lich,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:penguin""}}",Spawn Penguin,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:tiny_bird""}}",Spawn Tiny Bird,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:squirrel""}}",Spawn Forest Squirrel,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:bunny""}}",Spawn Dwarf Rabbit,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:raven""}}",Spawn Forest Raven,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:quest_ram""}}",Spawn Questing Ram,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:kobold""}}",Spawn Kobold,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:mosquito_swarm""}}",Spawn Mosquito Swarm,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:death_tome""}}",Spawn Death Tome,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:minotaur""}}",Spawn Minotaur,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:minoshroom""}}",Spawn Minoshroom,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:fire_beetle""}}",Spawn Fire Beetle,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:slime_beetle""}}",Spawn Slime Beetle,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:pinch_beetle""}}",Spawn Pinch Beetle,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:maze_slime""}}",Spawn Maze Slime,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:redcap_sapper""}}",Spawn Redcap Sapper,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:mist_wolf""}}",Spawn Mist Wolf,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:king_spider""}}",Spawn King Spider,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:firefly""}}",Spawn Firefly,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:mini_ghast""}}",Spawn Carminite Ghastling,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:tower_ghast""}}",Spawn Carminite Ghastguard,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:tower_golem""}}",Spawn Carminite Golem,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:tower_termite""}}",Spawn Towerwood Borer,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:tower_broodling""}}",Spawn Carminite Broodling,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:ur_ghast""}}",Spawn Ur-Ghast,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:blockchain_goblin""}}",Spawn Block and Chain Goblin,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:goblin_knight_lower""}}",Spawn Lower Goblin Knight,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:helmet_crab""}}",Spawn Helmet Crab,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:knight_phantom""}}",Spawn Knight Phantom,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:yeti""}}",Spawn Yeti,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:yeti_alpha""}}",Spawn Alpha Yeti,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:winter_wolf""}}",Spawn Winter Wolf,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:snow_guardian""}}",Spawn Snow Guardian,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:stable_ice_core""}}",Spawn Stable Ice Core,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:unstable_ice_core""}}",Spawn Unstable Ice Core,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:snow_queen""}}",Spawn Snow Queen,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:troll""}}",Spawn Cave Troll,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:giant_miner""}}",Spawn Giant Miner,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:armored_giant""}}",Spawn Armored Giant,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:ice_crystal""}}",Spawn Ice Crystal,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:harbinger_cube""}}",Spawn entity.twilightforest.harbinger_cube.name,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:adherent""}}",Spawn Adherent [NYI],,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:spawn_egg,0,"{EntityTag:{id:""twilightforest:roving_cube""}}",Spawn entity.twilightforest.roving_cube.name,,item.monsterPlacer,net.minecraft.item.ItemMonsterPlacer,-,,64,0,minecraft:spawn_egg#inventory
minecraft:speckled_melon,0,,Glistering Melon,,item.speckledMelon,net.minecraft.item.Item,-,,64,0,minecraft:speckled_melon#inventory
minecraft:spectral_arrow,0,,Spectral Arrow,,item.spectral_arrow,net.minecraft.item.ItemSpectralArrow,-,,64,0,minecraft:spectral_arrow#inventory
minecraft:spider_eye,0,,Spider Eye,,item.spiderEye,net.minecraft.item.ItemFood,-,,64,0,minecraft:spider_eye#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:water""}",Splash Water Bottle,§7No Effects,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:mundane""}",Mundane Splash Potion,§7No Effects,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:thick""}",Thick Splash Potion,§7No Effects,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:awkward""}",Awkward Splash Potion,§7No Effects,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:night_vision""}",Splash Potion of Night Vision,§9Night Vision (3:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_night_vision""}",Splash Potion of Night Vision,§9Night Vision (8:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:invisibility""}",Splash Potion of Invisibility,§9Invisibility (3:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_invisibility""}",Splash Potion of Invisibility,§9Invisibility (8:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:leaping""}",Splash Potion of Leaping,§9Jump Boost (3:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_leaping""}",Splash Potion of Leaping,§9Jump Boost (8:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_leaping""}",Splash Potion of Leaping,§9Jump Boost II (1:30),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:fire_resistance""}",Splash Potion of Fire Resistance,§9Fire Resistance (3:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_fire_resistance""}",Splash Potion of Fire Resistance,§9Fire Resistance (8:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:swiftness""}",Splash Potion of Swiftness,"§9Speed (3:00)

§5When Applied:
§9+20% Speed",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_swiftness""}",Splash Potion of Swiftness,"§9Speed (8:00)

§5When Applied:
§9+20% Speed",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_swiftness""}",Splash Potion of Swiftness,"§9Speed II (1:30)

§5When Applied:
§9+40% Speed",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:slowness""}",Splash Potion of Slowness,"§cSlowness (1:30)

§5When Applied:
§c-15% Speed",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_slowness""}",Splash Potion of Slowness,"§cSlowness (4:00)

§5When Applied:
§c-15% Speed",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:water_breathing""}",Splash Potion of Water Breathing,§9Water Breathing (3:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_water_breathing""}",Splash Potion of Water Breathing,§9Water Breathing (8:00),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:healing""}",Splash Potion of Healing,§9Instant Health,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_healing""}",Splash Potion of Healing,§9Instant Health II,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:harming""}",Splash Potion of Harming,§cInstant Damage,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_harming""}",Splash Potion of Harming,§cInstant Damage II,item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:poison""}",Splash Potion of Poison,§cPoison (0:45),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_poison""}",Splash Potion of Poison,§cPoison (1:30),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_poison""}",Splash Potion of Poison,§cPoison II (0:21),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:regeneration""}",Splash Potion of Regeneration,§9Regeneration (0:45),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_regeneration""}",Splash Potion of Regeneration,§9Regeneration (1:30),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_regeneration""}",Splash Potion of Regeneration,§9Regeneration II (0:22),item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strength""}",Splash Potion of Strength,"§9Strength (3:00)

§5When Applied:
§9+3 Attack Damage",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_strength""}",Splash Potion of Strength,"§9Strength (8:00)

§5When Applied:
§9+3 Attack Damage",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:strong_strength""}",Splash Potion of Strength,"§9Strength II (1:30)

§5When Applied:
§9+6 Attack Damage",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:weakness""}",Splash Potion of Weakness,"§cWeakness (1:30)

§5When Applied:
§c-4 Attack Damage",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:long_weakness""}",Splash Potion of Weakness,"§cWeakness (4:00)

§5When Applied:
§c-4 Attack Damage",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:splash_potion,0,"{Potion:""minecraft:luck""}",Splash Potion of Luck,"§9Luck (5:00)

§5When Applied:
§9+1 Luck",item.splash_potion,net.minecraft.item.ItemSplashPotion,-,,1,0,minecraft:bottle_splash#inventory
minecraft:sponge,0,,Sponge,,tile.sponge.dry,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:sponge#inventory
minecraft:sponge,1,,Wet Sponge,,tile.sponge.wet,net.minecraft.item.ItemMultiTexture,+,,64,0,minecraft:sponge_wet#inventory
minecraft:spruce_boat,0,,Spruce Boat,,item.boat.spruce,net.minecraft.item.ItemBoat,-,,1,0,minecraft:spruce_boat#inventory
minecraft:spruce_door,0,,Spruce Door,,item.doorSpruce,net.minecraft.item.ItemDoor,-,doorWood,64,0,minecraft:spruce_door#inventory
minecraft:spruce_fence,0,,Spruce Fence,,tile.spruceFence,net.minecraft.item.ItemBlock,+,fenceWood,64,0,minecraft:spruce_fence#inventory
minecraft:spruce_fence_gate,0,,Spruce Fence Gate,,tile.spruceFenceGate,net.minecraft.item.ItemBlock,+,fenceGateWood,64,0,minecraft:spruce_fence_gate#inventory
minecraft:spruce_stairs,0,,Spruce Wood Stairs,,tile.stairsWoodSpruce,net.minecraft.item.ItemBlock,+,stairWood,64,0,minecraft:spruce_stairs#inventory
minecraft:stained_glass,0,,White Stained Glass,,tile.stainedGlass.white,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassWhite",64,0,minecraft:white_stained_glass#inventory
minecraft:stained_glass,1,,Orange Stained Glass,,tile.stainedGlass.orange,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassOrange",64,0,minecraft:orange_stained_glass#inventory
minecraft:stained_glass,2,,Magenta Stained Glass,,tile.stainedGlass.magenta,net.minecraft.item.ItemCloth,+,"blockGlassMagenta
blockGlass",64,0,minecraft:magenta_stained_glass#inventory
minecraft:stained_glass,3,,Light Blue Stained Glass,,tile.stainedGlass.lightBlue,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassLightBlue",64,0,minecraft:light_blue_stained_glass#inventory
minecraft:stained_glass,4,,Yellow Stained Glass,,tile.stainedGlass.yellow,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassYellow",64,0,minecraft:yellow_stained_glass#inventory
minecraft:stained_glass,5,,Lime Stained Glass,,tile.stainedGlass.lime,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassLime",64,0,minecraft:lime_stained_glass#inventory
minecraft:stained_glass,6,,Pink Stained Glass,,tile.stainedGlass.pink,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassPink",64,0,minecraft:pink_stained_glass#inventory
minecraft:stained_glass,7,,Gray Stained Glass,,tile.stainedGlass.gray,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassGray",64,0,minecraft:gray_stained_glass#inventory
minecraft:stained_glass,8,,Light Gray Stained Glass,,tile.stainedGlass.silver,net.minecraft.item.ItemCloth,+,"blockGlassLightGray
blockGlass",64,0,minecraft:silver_stained_glass#inventory
minecraft:stained_glass,9,,Cyan Stained Glass,,tile.stainedGlass.cyan,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassCyan",64,0,minecraft:cyan_stained_glass#inventory
minecraft:stained_glass,10,,Purple Stained Glass,,tile.stainedGlass.purple,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassPurple",64,0,minecraft:purple_stained_glass#inventory
minecraft:stained_glass,11,,Blue Stained Glass,,tile.stainedGlass.blue,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassBlue",64,0,minecraft:blue_stained_glass#inventory
minecraft:stained_glass,12,,Brown Stained Glass,,tile.stainedGlass.brown,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassBrown",64,0,minecraft:brown_stained_glass#inventory
minecraft:stained_glass,13,,Green Stained Glass,,tile.stainedGlass.green,net.minecraft.item.ItemCloth,+,"blockGlassGreen
blockGlass",64,0,minecraft:green_stained_glass#inventory
minecraft:stained_glass,14,,Red Stained Glass,,tile.stainedGlass.red,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassRed",64,0,minecraft:red_stained_glass#inventory
minecraft:stained_glass,15,,Black Stained Glass,,tile.stainedGlass.black,net.minecraft.item.ItemCloth,+,"blockGlass
blockGlassBlack",64,0,minecraft:black_stained_glass#inventory
minecraft:stained_glass_pane,0,,White Stained Glass Pane,,tile.thinStainedGlass.white,net.minecraft.item.ItemCloth,+,"paneGlass
paneGlassWhite",64,0,minecraft:white_stained_glass_pane#inventory
minecraft:stained_glass_pane,1,,Orange Stained Glass Pane,,tile.thinStainedGlass.orange,net.minecraft.item.ItemCloth,+,"paneGlass
paneGlassOrange",64,0,minecraft:orange_stained_glass_pane#inventory
minecraft:stained_glass_pane,2,,Magenta Stained Glass Pane,,tile.thinStainedGlass.magenta,net.minecraft.item.ItemCloth,+,"paneGlassMagenta
paneGlass",64,0,minecraft:magenta_stained_glass_pane#inventory
minecraft:stained_glass_pane,3,,Light Blue Stained Glass Pane,,tile.thinStainedGlass.lightBlue,net.minecraft.item.ItemCloth,+,"paneGlassLightBlue
paneGlass",64,0,minecraft:light_blue_stained_glass_pane#inventory
